OrderID,OrderDate,CustomerID,CustomerName,City,State,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Cost,Profit,PaymentMethod,Month,Month Number,Year,Profit Margin,,,,
12763,7/4/2025,1201.00,Customer 442,Chennai,Tamil Nadu,253.00,Table,Furniture,3.00,"$44,739.00 ",1500.00%,"$114,084.45","$75,782.01","$38,302.44",Debit Card,July,7,2025,66.43%,,,,
12764,7/19/2026,1202.00,Customer 498,Bengaluru,Karnataka,254.00,Table,Furniture,7.00,"$15,195.00 ",2000.00%,"$85,092.00","$69,469.62","$15,622.38",Cash,July,7,2026,81.64%,,,,
12765,4/11/2025,1464.00,Customer 134,Pune,Maharashtra,215.00,Laptop,Electronics,7.00,"$36,815.00 ",500.00%,"$244,819.75","$150,694.02","$94,125.73",UPI,April,4,2025,61.55%,,,,
12766,9/14/2026,1441.00,Customer 281,Delhi,Delhi,236.00,Desk,Furniture,2.00,"$19,582.00 ",1500.00%,"$33,289.40","$24,591.45","$8,697.95",UPI,September,9,2026,73.87%,,,,
12767,4/3/2025,1497.00,Customer 313,Delhi,Delhi,233.00,Notebook,Office,3.00,"$34,825.00 ",500.00%,"$99,251.25","$73,300.10","$25,951.15",Cash,April,4,2025,73.85%,,,,
12768,9/20/2026,1309.00,Customer 64,Hyderabad,Telangana,242.00,Notebook,Office,5.00,"$37,145.00 ",1500.00%,"$157,866.25","$131,406.87","$26,459.38",Credit Card,September,9,2026,83.24%,,,,
12769,9/9/2025,1330.00,Customer 355,Chennai,Tamil Nadu,272.00,Notebook,Office,4.00,"$3,564.00 ",2000.00%,"$11,404.80","$7,581.55","$3,823.25",Debit Card,September,9,2025,66.48%,,,,
12770,6/5/2025,1250.00,Customer 145,Bengaluru,Karnataka,207.00,Paper,Office,3.00,"$31,502.00 ",0.00%,"$94,506.00","$83,795.28","$10,710.72",Debit Card,June,6,2025,88.67%,,,,
12771,11/5/2025,1450.00,Customer 54,Pune,Maharashtra,264.00,Monitor,Electronics,6.00,"$48,492.00 ",1500.00%,"$247,309.20","$218,059.61","$29,249.59",Cash,November,11,2025,88.17%,,,,
12772,7/2/2026,1112.00,Customer 128,Bengaluru,Karnataka,300.00,Chair,Furniture,1.00,"$4,153.00 ",1500.00%,"$3,530.05","$2,860.34",$669.71,Debit Card,July,7,2026,81.03%,,,,
12773,4/16/2025,1203.00,Customer 328,Bengaluru,Karnataka,204.00,Chair,Furniture,7.00,"$9,677.00 ",0.00%,"$67,739.00","$45,237.73","$22,501.27",UPI,April,4,2025,66.78%,,,,
12774,5/10/2026,1043.00,Customer 164,Delhi,Delhi,269.00,Notebook,Office,3.00,"$13,217.00 ",1000.00%,"$35,685.90","$31,320.90","$4,365.00",UPI,May,5,2026,87.77%,,,,
12775,9/21/2026,1392.00,Customer 120,Delhi,Delhi,208.00,Table,Furniture,5.00,"$19,171.00 ",0.00%,"$95,855.00","$57,919.98","$37,935.02",UPI,September,9,2026,60.42%,,,,
12776,10/17/2025,1242.00,Customer 187,Mumbai,Maharashtra,264.00,Keyboard,Electronics,4.00,"$7,316.00 ",1500.00%,"$24,874.40","$18,087.22","$6,787.18",Credit Card,October,10,2025,72.71%,,,,
12777,7/11/2025,1314.00,Customer 224,Hyderabad,Telangana,296.00,Chair,Furniture,1.00,"$20,192.00 ",1000.00%,"$18,172.80","$10,978.28","$7,194.52",Credit Card,July,7,2025,60.41%,,,,
12778,6/29/2025,1386.00,Customer 273,Delhi,Delhi,222.00,Pen,Office,3.00,"$38,113.00 ",1000.00%,"$102,905.10","$75,466.92","$27,438.18",Debit Card,June,6,2025,73.34%,,,,
12779,5/9/2026,1427.00,Customer 265,Hyderabad,Telangana,216.00,Notebook,Office,3.00,"$7,068.00 ",1500.00%,"$18,023.40","$15,511.98","$2,511.42",Debit Card,May,5,2026,86.07%,,,,
12780,12/2/2026,1433.00,Customer 13,Chennai,Tamil Nadu,239.00,Paper,Office,7.00,"$3,222.00 ",2000.00%,"$18,043.20","$13,251.28","$4,791.92",Debit Card,December,12,2026,73.44%,,,,
12781,8/25/2025,1492.00,Customer 15,Pune,Maharashtra,211.00,Chair,Furniture,7.00,"$37,072.00 ",1000.00%,"$233,553.60","$173,005.63","$60,547.97",UPI,August,8,2025,74.08%,,,,
12782,2/9/2025,1122.00,Customer 9,Chennai,Tamil Nadu,284.00,Paper,Office,4.00,"$11,266.00 ",0.00%,"$45,064.00","$38,058.46","$7,005.54",Credit Card,February,2,2025,84.45%,,,,
12783,6/13/2025,1346.00,Customer 488,Chennai,Tamil Nadu,284.00,Paper,Office,7.00,"$32,724.00 ",1500.00%,"$194,707.80","$122,565.96","$72,141.84",Credit Card,June,6,2025,62.95%,,,,
12784,5/2/2026,1133.00,Customer 251,Pune,Maharashtra,246.00,Chair,Furniture,2.00,"$33,123.00 ",1000.00%,"$59,621.40","$37,098.78","$22,522.62",Cash,May,5,2026,62.22%,,,,
12785,11/27/2025,1137.00,Customer 229,Delhi,Delhi,261.00,Keyboard,Electronics,2.00,"$36,497.00 ",1500.00%,"$62,044.90","$50,510.81","$11,534.09",Debit Card,November,11,2025,81.41%,,,,
12786,12/5/2025,1162.00,Customer 468,Pune,Maharashtra,291.00,Table,Furniture,6.00,"$21,519.00 ",1000.00%,"$116,202.60","$75,927.16","$40,275.44",Credit Card,December,12,2025,65.34%,,,,
12787,1/16/2025,1295.00,Customer 127,Chennai,Tamil Nadu,223.00,Notebook,Office,2.00,"$49,457.00 ",1500.00%,"$84,076.90","$73,290.08","$10,786.82",Cash,January,1,2025,87.17%,,,,
12788,5/25/2025,1445.00,Customer 63,Bengaluru,Karnataka,224.00,Paper,Office,4.00,"$34,859.00 ",500.00%,"$132,464.20","$115,606.21","$16,857.99",UPI,May,5,2025,87.27%,,,,
12789,10/24/2026,1409.00,Customer 443,Chennai,Tamil Nadu,244.00,Notebook,Office,4.00,"$9,548.00 ",1500.00%,"$32,463.20","$25,076.78","$7,386.42",Cash,October,10,2026,77.25%,,,,
12790,4/1/2025,1207.00,Customer 490,Chennai,Tamil Nadu,203.00,Table,Furniture,1.00,"$29,601.00 ",1500.00%,"$25,160.85","$15,559.61","$9,601.24",Credit Card,April,4,2025,61.84%,,,,
12791,12/29/2025,1420.00,Customer 200,Delhi,Delhi,205.00,Mouse,Electronics,1.00,"$29,081.00 ",1000.00%,"$26,172.90","$16,334.20","$9,838.70",UPI,December,12,2025,62.41%,,,,
12792,1/25/2025,1150.00,Customer 103,Chennai,Tamil Nadu,293.00,Laptop,Electronics,3.00,"$39,007.00 ",1500.00%,"$99,467.85","$60,277.69","$39,190.16",Cash,January,1,2025,60.60%,,,,
12793,7/2/2026,1258.00,Customer 410,Delhi,Delhi,210.00,Paper,Office,1.00,"$47,905.00 ",1500.00%,"$40,719.25","$24,785.36","$15,933.89",Debit Card,July,7,2026,60.87%,,,,
12794,1/22/2025,1487.00,Customer 243,Hyderabad,Telangana,210.00,Keyboard,Electronics,4.00,"$28,703.00 ",1500.00%,"$97,590.20","$66,888.06","$30,702.14",Cash,January,1,2025,68.54%,,,,
12795,1/22/2026,1068.00,Customer 356,Pune,Maharashtra,268.00,Mouse,Electronics,8.00,"$49,003.00 ",1500.00%,"$333,220.40","$232,926.83","$100,293.57",Debit Card,January,1,2026,69.90%,,,,
12796,6/24/2025,1071.00,Customer 322,Bengaluru,Karnataka,263.00,Chair,Furniture,1.00,"$24,680.00 ",1500.00%,"$20,978.00","$17,753.05","$3,224.95",Credit Card,June,6,2025,84.63%,,,,
12797,9/7/2025,1314.00,Customer 1,Bengaluru,Karnataka,242.00,Paper,Office,2.00,"$5,489.00 ",1000.00%,"$9,880.20","$8,269.31","$1,610.89",Credit Card,September,9,2025,83.70%,,,,
12798,6/22/2026,1013.00,Customer 56,Pune,Maharashtra,215.00,Monitor,Electronics,8.00,"$46,788.00 ",500.00%,"$355,588.80","$305,360.02","$50,228.78",Debit Card,June,6,2026,85.87%,,,,
12799,11/18/2025,1429.00,Customer 345,Pune,Maharashtra,227.00,Desk,Furniture,3.00,"$4,858.00 ",1000.00%,"$13,116.60","$9,726.55","$3,390.05",Debit Card,November,11,2025,74.15%,,,,
12800,7/5/2026,1426.00,Customer 79,Hyderabad,Telangana,298.00,Monitor,Electronics,8.00,"$16,796.00 ",1000.00%,"$120,931.20","$77,313.46","$43,617.74",UPI,July,7,2026,63.93%,,,,
12801,5/18/2026,1354.00,Customer 11,Delhi,Delhi,272.00,Pen,Office,2.00,"$18,576.00 ",0.00%,"$37,152.00","$30,684.31","$6,467.69",Credit Card,May,5,2026,82.59%,,,,
12802,6/9/2025,1188.00,Customer 403,Delhi,Delhi,213.00,Paper,Office,2.00,$460.00 ,0.00%,$920.00,$753.90,$166.10,Credit Card,June,6,2025,81.95%,,,,
12803,5/10/2025,1464.00,Customer 394,Pune,Maharashtra,268.00,Chair,Furniture,7.00,"$42,340.00 ",500.00%,"$281,561.00","$197,991.15","$83,569.85",Cash,May,5,2025,70.32%,,,,
12804,2/15/2026,1445.00,Customer 418,Pune,Maharashtra,242.00,Keyboard,Electronics,2.00,"$32,338.00 ",500.00%,"$61,442.20","$53,717.81","$7,724.39",Credit Card,February,2,2026,87.43%,,,,
12805,6/5/2025,1317.00,Customer 159,Delhi,Delhi,274.00,Monitor,Electronics,5.00,"$33,979.00 ",1000.00%,"$152,905.50","$110,053.69","$42,851.81",Debit Card,June,6,2025,71.97%,,,,
12806,5/25/2026,1141.00,Customer 16,Chennai,Tamil Nadu,293.00,Notebook,Office,8.00,"$25,665.00 ",1000.00%,"$184,788.00","$133,013.23","$51,774.77",Cash,May,5,2026,71.98%,,,,
12807,7/9/2026,1119.00,Customer 125,Bengaluru,Karnataka,236.00,Notebook,Office,3.00,"$33,667.00 ",500.00%,"$95,950.95","$83,546.19","$12,404.76",Cash,July,7,2026,87.07%,,,,
12808,10/16/2025,1312.00,Customer 261,Delhi,Delhi,298.00,Paper,Office,1.00,"$5,188.00 ",2000.00%,"$4,150.40","$2,711.42","$1,438.98",Debit Card,October,10,2025,65.33%,,,,
12809,9/13/2026,1376.00,Customer 27,Chennai,Tamil Nadu,275.00,Pen,Office,4.00,"$41,904.00 ",0.00%,"$167,616.00","$138,388.42","$29,227.58",Debit Card,September,9,2026,82.56%,,,,
12810,6/26/2025,1055.00,Customer 303,Hyderabad,Telangana,268.00,Monitor,Electronics,4.00,"$43,901.00 ",1000.00%,"$158,043.60","$103,571.04","$54,472.56",Credit Card,June,6,2025,65.53%,,,,
12811,2/25/2025,1400.00,Customer 386,Mumbai,Maharashtra,285.00,Paper,Office,4.00,"$36,922.00 ",1500.00%,"$125,534.80","$89,528.65","$36,006.15",Credit Card,February,2,2025,71.32%,,,,
12812,11/24/2026,1420.00,Customer 263,Bengaluru,Karnataka,221.00,Table,Furniture,3.00,"$17,011.00 ",500.00%,"$48,481.35","$29,708.12","$18,773.23",Debit Card,November,11,2026,61.28%,,,,
12813,1/19/2026,1223.00,Customer 114,Mumbai,Maharashtra,289.00,Table,Furniture,6.00,"$37,814.00 ",0.00%,"$226,884.00","$199,903.67","$26,980.33",UPI,January,1,2026,88.11%,,,,
12814,11/10/2025,1324.00,Customer 339,Delhi,Delhi,274.00,Desk,Furniture,7.00,"$7,388.00 ",1000.00%,"$46,544.40","$39,514.98","$7,029.42",UPI,November,11,2025,84.90%,,,,
12815,8/15/2025,1142.00,Customer 221,Mumbai,Maharashtra,293.00,Table,Furniture,8.00,"$13,106.00 ",1500.00%,"$89,120.80","$74,444.79","$14,676.01",Credit Card,August,8,2025,83.53%,,,,
12816,11/1/2025,1022.00,Customer 360,Mumbai,Maharashtra,261.00,Chair,Furniture,7.00,"$46,812.00 ",500.00%,"$311,299.80","$223,229.17","$88,070.63",UPI,November,11,2025,71.71%,,,,
12817,9/18/2025,1205.00,Customer 101,Chennai,Tamil Nadu,281.00,Mouse,Electronics,1.00,"$2,739.00 ",1500.00%,"$2,328.15","$2,089.78",$238.37,UPI,September,9,2025,89.76%,,,,
12818,12/27/2025,1486.00,Customer 83,Pune,Maharashtra,203.00,Paper,Office,6.00,"$23,370.00 ",500.00%,"$133,209.00","$117,533.02","$15,675.98",Debit Card,December,12,2025,88.23%,,,,
12819,6/29/2025,1271.00,Customer 239,Pune,Maharashtra,221.00,Notebook,Office,4.00,"$37,384.00 ",0.00%,"$149,536.00","$105,389.19","$44,146.81",Debit Card,June,6,2025,70.48%,,,,
12820,4/28/2026,1016.00,Customer 391,Bengaluru,Karnataka,271.00,Monitor,Electronics,3.00,"$23,408.00 ",1500.00%,"$59,690.40","$42,850.21","$16,840.19",Credit Card,April,4,2026,71.79%,,,,
12821,2/16/2025,1206.00,Customer 311,Chennai,Tamil Nadu,238.00,Paper,Office,5.00,$805.00 ,1000.00%,"$3,622.50","$3,015.68",$606.82,Credit Card,February,2,2025,83.25%,,,,
12822,10/27/2025,1261.00,Customer 207,Bengaluru,Karnataka,232.00,Paper,Office,5.00,"$10,404.00 ",1500.00%,"$44,217.00","$36,823.12","$7,393.88",UPI,October,10,2025,83.28%,,,,
12823,8/27/2026,1148.00,Customer 344,Bengaluru,Karnataka,216.00,Mouse,Electronics,5.00,"$11,502.00 ",1500.00%,"$48,883.50","$30,853.75","$18,029.75",Debit Card,August,8,2026,63.12%,,,,
12824,6/27/2026,1176.00,Customer 365,Chennai,Tamil Nadu,299.00,Desk,Furniture,2.00,"$13,526.00 ",0.00%,"$27,052.00","$21,658.73","$5,393.27",Cash,June,6,2026,80.06%,,,,
12825,7/6/2026,1481.00,Customer 180,Hyderabad,Telangana,228.00,Pen,Office,3.00,"$5,757.00 ",2000.00%,"$13,816.80","$11,258.52","$2,558.28",Debit Card,July,7,2026,81.48%,,,,
12826,4/28/2025,1361.00,Customer 98,Pune,Maharashtra,264.00,Mouse,Electronics,8.00,$543.00 ,1500.00%,"$3,692.40","$2,288.97","$1,403.43",Cash,April,4,2025,61.99%,,,,
12827,11/17/2025,1258.00,Customer 222,Pune,Maharashtra,214.00,Chair,Furniture,7.00,"$3,020.00 ",1000.00%,"$19,026.00","$16,252.44","$2,773.56",UPI,November,11,2025,85.42%,,,,
12828,6/11/2026,1284.00,Customer 468,Delhi,Delhi,267.00,Chair,Furniture,5.00,"$47,075.00 ",1500.00%,"$200,068.75","$136,113.01","$63,955.74",Cash,June,6,2026,68.03%,,,,
12829,9/10/2025,1097.00,Customer 106,Pune,Maharashtra,251.00,Monitor,Electronics,4.00,"$23,858.00 ",1000.00%,"$85,888.80","$55,777.83","$30,110.97",UPI,September,9,2025,64.94%,,,,
12830,4/17/2025,1024.00,Customer 446,Chennai,Tamil Nadu,288.00,Pen,Office,2.00,"$21,311.00 ",1500.00%,"$36,228.70","$26,416.33","$9,812.37",Debit Card,April,4,2025,72.92%,,,,
12831,10/21/2025,1066.00,Customer 91,Bengaluru,Karnataka,244.00,Mouse,Electronics,5.00,"$18,954.00 ",2000.00%,"$75,816.00","$50,321.73","$25,494.27",Debit Card,October,10,2025,66.37%,,,,
12832,6/16/2025,1367.00,Customer 133,Pune,Maharashtra,258.00,Monitor,Electronics,6.00,"$22,344.00 ",1000.00%,"$120,657.60","$73,578.38","$47,079.22",UPI,June,6,2025,60.98%,,,,
12833,7/31/2025,1057.00,Customer 7,Chennai,Tamil Nadu,245.00,Desk,Furniture,7.00,"$30,647.00 ",2000.00%,"$171,623.20","$131,262.02","$40,361.18",Credit Card,July,7,2025,76.48%,,,,
12834,6/24/2026,1049.00,Customer 223,Delhi,Delhi,237.00,Notebook,Office,1.00,"$16,739.00 ",1000.00%,"$15,065.10","$9,974.59","$5,090.51",Credit Card,June,6,2026,66.21%,,,,
12835,11/19/2026,1217.00,Customer 310,Chennai,Tamil Nadu,267.00,Table,Furniture,1.00,"$30,087.00 ",500.00%,"$28,582.65","$17,688.74","$10,893.91",Debit Card,November,11,2026,61.89%,,,,
12836,1/18/2026,1140.00,Customer 294,Hyderabad,Telangana,279.00,Mouse,Electronics,7.00,"$20,727.00 ",1000.00%,"$130,580.10","$111,397.95","$19,182.15",Debit Card,January,1,2026,85.31%,,,,
12837,4/9/2026,1319.00,Customer 137,Bengaluru,Karnataka,254.00,Notebook,Office,3.00,"$11,173.00 ",0.00%,"$33,519.00","$20,441.05","$13,077.95",Credit Card,April,4,2026,60.98%,,,,
12838,6/20/2025,1014.00,Customer 60,Hyderabad,Telangana,272.00,Pen,Office,8.00,"$10,804.00 ",0.00%,"$86,432.00","$76,739.60","$9,692.40",UPI,June,6,2025,88.79%,,,,
12839,4/1/2026,1165.00,Customer 183,Chennai,Tamil Nadu,218.00,Paper,Office,5.00,"$31,108.00 ",2000.00%,"$124,432.00","$100,017.26","$24,414.74",Credit Card,April,4,2026,80.38%,,,,
12840,7/31/2026,1260.00,Customer 244,Hyderabad,Telangana,218.00,Pen,Office,6.00,"$34,332.00 ",2000.00%,"$164,793.60","$130,940.04","$33,853.56",UPI,July,7,2026,79.46%,,,,
12841,7/24/2025,1080.00,Customer 53,Bengaluru,Karnataka,270.00,Table,Furniture,2.00,"$25,581.00 ",0.00%,"$51,162.00","$30,802.08","$20,359.92",UPI,July,7,2025,60.20%,,,,
12842,4/10/2025,1008.00,Customer 102,Bengaluru,Karnataka,251.00,Paper,Office,8.00,"$14,176.00 ",500.00%,"$107,737.60","$76,360.96","$31,376.64",Credit Card,April,4,2025,70.88%,,,,
12843,10/12/2025,1088.00,Customer 282,Bengaluru,Karnataka,253.00,Notebook,Office,5.00,"$36,685.00 ",2000.00%,"$146,740.00","$120,107.76","$26,632.24",UPI,October,10,2025,81.85%,,,,
12844,2/1/2025,1221.00,Customer 83,Delhi,Delhi,213.00,Desk,Furniture,8.00,"$18,950.00 ",1500.00%,"$128,860.00","$112,177.10","$16,682.90",Cash,February,2,2025,87.05%,,,,
12845,11/9/2026,1280.00,Customer 336,Delhi,Delhi,222.00,Notebook,Office,2.00,"$32,855.00 ",1500.00%,"$55,853.50","$36,578.99","$19,274.51",Debit Card,November,11,2026,65.49%,,,,
12846,12/15/2025,1162.00,Customer 435,Pune,Maharashtra,286.00,Paper,Office,3.00,"$48,955.00 ",0.00%,"$146,865.00","$101,269.80","$45,595.20",UPI,December,12,2025,68.95%,,,,
12847,4/20/2025,1497.00,Customer 61,Mumbai,Maharashtra,281.00,Notebook,Office,5.00,"$15,259.00 ",0.00%,"$76,295.00","$64,749.66","$11,545.34",UPI,April,4,2025,84.87%,,,,
12848,11/13/2026,1364.00,Customer 344,Delhi,Delhi,248.00,Desk,Furniture,7.00,"$22,402.00 ",1000.00%,"$141,132.60","$123,038.55","$18,094.05",Credit Card,November,11,2026,87.18%,,,,
12849,11/13/2026,1270.00,Customer 19,Delhi,Delhi,265.00,Chair,Furniture,5.00,"$6,180.00 ",1500.00%,"$26,265.00","$17,640.51","$8,624.49",Debit Card,November,11,2026,67.16%,,,,
12850,6/13/2025,1141.00,Customer 143,Mumbai,Maharashtra,235.00,Chair,Furniture,8.00,"$14,789.00 ",1500.00%,"$100,565.20","$65,960.06","$34,605.14",Credit Card,June,6,2025,65.59%,,,,
12851,1/6/2026,1375.00,Customer 324,Bengaluru,Karnataka,255.00,Table,Furniture,8.00,"$45,873.00 ",1000.00%,"$330,285.60","$283,098.00","$47,187.60",Credit Card,January,1,2026,85.71%,,,,
12852,8/30/2025,1075.00,Customer 475,Delhi,Delhi,257.00,Table,Furniture,4.00,"$33,073.00 ",1500.00%,"$112,448.20","$86,331.42","$26,116.78",UPI,August,8,2025,76.77%,,,,
12853,1/18/2026,1478.00,Customer 342,Hyderabad,Telangana,247.00,Pen,Office,8.00,"$38,132.00 ",1000.00%,"$274,550.40","$173,159.42","$101,390.98",Debit Card,January,1,2026,63.07%,,,,
12854,9/9/2026,1249.00,Customer 238,Chennai,Tamil Nadu,204.00,Paper,Office,1.00,"$27,510.00 ",1000.00%,"$24,759.00","$17,749.05","$7,009.95",UPI,September,9,2026,71.69%,,,,
12855,3/10/2025,1295.00,Customer 23,Hyderabad,Telangana,235.00,Chair,Furniture,6.00,"$21,057.00 ",2000.00%,"$101,073.60","$86,948.48","$14,125.12",Cash,March,3,2025,86.02%,,,,
12856,5/3/2025,1288.00,Customer 294,Bengaluru,Karnataka,289.00,Chair,Furniture,1.00,"$32,571.00 ",2000.00%,"$26,056.80","$22,187.50","$3,869.30",UPI,May,5,2025,85.15%,,,,
12857,5/6/2025,1028.00,Customer 414,Mumbai,Maharashtra,231.00,Desk,Furniture,1.00,"$32,635.00 ",0.00%,"$32,635.00","$26,832.19","$5,802.81",Debit Card,May,5,2025,82.22%,,,,
12858,6/3/2025,1375.00,Customer 333,Mumbai,Maharashtra,294.00,Pen,Office,6.00,"$17,086.00 ",2000.00%,"$82,012.80","$58,540.91","$23,471.89",Debit Card,June,6,2025,71.38%,,,,
12859,11/28/2026,1200.00,Customer 451,Hyderabad,Telangana,212.00,Notebook,Office,1.00,"$30,035.00 ",1500.00%,"$25,529.75","$15,808.40","$9,721.35",Credit Card,November,11,2026,61.92%,,,,
12860,3/13/2026,1427.00,Customer 434,Delhi,Delhi,240.00,Monitor,Electronics,6.00,"$6,608.00 ",500.00%,"$37,665.60","$23,893.08","$13,772.52",UPI,March,3,2026,63.43%,,,,
12861,11/16/2025,1298.00,Customer 283,Bengaluru,Karnataka,226.00,Desk,Furniture,7.00,"$21,625.00 ",0.00%,"$151,375.00","$100,533.91","$50,841.09",Debit Card,November,11,2025,66.41%,,,,
12862,3/31/2026,1188.00,Customer 122,Hyderabad,Telangana,269.00,Laptop,Electronics,8.00,"$8,340.00 ",500.00%,"$63,384.00","$39,458.21","$23,925.79",Cash,March,3,2026,62.25%,,,,
12863,7/21/2026,1159.00,Customer 75,Hyderabad,Telangana,258.00,Table,Furniture,4.00,"$13,190.00 ",2000.00%,"$42,208.00","$33,986.66","$8,221.34",Debit Card,July,7,2026,80.52%,,,,
12864,7/5/2025,1124.00,Customer 135,Bengaluru,Karnataka,217.00,Chair,Furniture,1.00,"$6,464.00 ",2000.00%,"$5,171.20","$3,937.42","$1,233.78",UPI,July,7,2025,76.14%,,,,
12865,8/23/2026,1066.00,Customer 207,Bengaluru,Karnataka,217.00,Pen,Office,7.00,"$15,711.00 ",0.00%,"$109,977.00","$70,804.93","$39,172.07",Debit Card,August,8,2026,64.38%,,,,
12866,2/6/2025,1105.00,Customer 112,Mumbai,Maharashtra,273.00,Pen,Office,1.00,"$49,988.00 ",2000.00%,"$39,990.40","$28,519.97","$11,470.43",Credit Card,February,2,2025,71.32%,,,,
12867,9/8/2026,1095.00,Customer 134,Hyderabad,Telangana,245.00,Laptop,Electronics,3.00,"$7,453.00 ",1500.00%,"$19,005.15","$16,302.51","$2,702.64",Debit Card,September,9,2026,85.78%,,,,
12868,12/30/2026,1194.00,Customer 453,Delhi,Delhi,298.00,Table,Furniture,8.00,"$44,157.00 ",1500.00%,"$300,267.60","$260,312.85","$39,954.75",Cash,December,12,2026,86.69%,,,,
12869,8/23/2025,1053.00,Customer 274,Bengaluru,Karnataka,269.00,Mouse,Electronics,5.00,"$32,989.00 ",2000.00%,"$131,956.00","$114,985.09","$16,970.91",Debit Card,August,8,2025,87.14%,,,,
12870,4/12/2025,1465.00,Customer 371,Bengaluru,Karnataka,264.00,Laptop,Electronics,7.00,"$29,285.00 ",0.00%,"$204,995.00","$139,638.99","$65,356.01",Cash,April,4,2025,68.12%,,,,
12871,5/13/2025,1353.00,Customer 433,Hyderabad,Telangana,282.00,Paper,Office,1.00,"$26,902.00 ",2000.00%,"$21,521.60","$13,647.92","$7,873.68",UPI,May,5,2025,63.41%,,,,
12872,6/1/2025,1440.00,Customer 483,Mumbai,Maharashtra,291.00,Notebook,Office,8.00,"$42,525.00 ",0.00%,"$340,200.00","$292,133.25","$48,066.75",Debit Card,June,6,2025,85.87%,,,,
12873,12/1/2026,1173.00,Customer 124,Mumbai,Maharashtra,296.00,Desk,Furniture,7.00,"$49,889.00 ",0.00%,"$349,223.00","$309,901.91","$39,321.09",UPI,December,12,2026,88.74%,,,,
12874,6/2/2025,1381.00,Customer 492,Bengaluru,Karnataka,294.00,Pen,Office,6.00,"$21,582.00 ",2000.00%,"$103,593.60","$84,451.71","$19,141.89",UPI,June,6,2025,81.52%,,,,
12875,11/14/2026,1217.00,Customer 468,Chennai,Tamil Nadu,293.00,Notebook,Office,1.00,"$4,995.00 ",1500.00%,"$4,245.75","$3,383.95",$861.80,Debit Card,November,11,2026,79.70%,,,,
12876,6/16/2025,1335.00,Customer 487,Chennai,Tamil Nadu,269.00,Paper,Office,4.00,"$7,363.00 ",1500.00%,"$25,034.20","$17,965.53","$7,068.67",Cash,June,6,2025,71.76%,,,,
12877,4/19/2026,1166.00,Customer 315,Pune,Maharashtra,212.00,Monitor,Electronics,8.00,"$23,686.00 ",0.00%,"$189,488.00","$143,920.00","$45,568.00",Cash,April,4,2026,75.95%,,,,
12878,8/20/2025,1401.00,Customer 330,Delhi,Delhi,206.00,Chair,Furniture,8.00,"$6,247.00 ",0.00%,"$49,976.00","$35,045.95","$14,930.05",Debit Card,August,8,2025,70.13%,,,,
12879,6/15/2025,1260.00,Customer 221,Bengaluru,Karnataka,300.00,Notebook,Office,7.00,"$48,188.00 ",1500.00%,"$286,718.60","$194,506.80","$92,211.80",Cash,June,6,2025,67.84%,,,,
12880,3/10/2026,1132.00,Customer 411,Delhi,Delhi,256.00,Chair,Furniture,3.00,"$46,145.00 ",500.00%,"$131,513.25","$108,037.39","$23,475.86",UPI,March,3,2026,82.15%,,,,
12881,7/18/2025,1134.00,Customer 87,Chennai,Tamil Nadu,251.00,Desk,Furniture,8.00,"$40,713.00 ",2000.00%,"$260,563.20","$233,050.01","$27,513.19",Credit Card,July,7,2025,89.44%,,,,
12882,2/20/2026,1199.00,Customer 91,Hyderabad,Telangana,295.00,Table,Furniture,5.00,"$33,164.00 ",500.00%,"$157,529.00","$104,252.08","$53,276.92",UPI,February,2,2026,66.18%,,,,
12883,6/26/2025,1243.00,Customer 464,Bengaluru,Karnataka,293.00,Mouse,Electronics,8.00,"$44,753.00 ",0.00%,"$358,024.00","$226,475.02","$131,548.98",Credit Card,June,6,2025,63.26%,,,,
12884,5/18/2026,1339.00,Customer 177,Delhi,Delhi,259.00,Desk,Furniture,5.00,"$8,319.00 ",0.00%,"$41,595.00","$29,677.06","$11,917.94",Credit Card,May,5,2026,71.35%,,,,
12885,11/18/2025,1374.00,Customer 420,Chennai,Tamil Nadu,249.00,Pen,Office,5.00,"$29,125.00 ",1000.00%,"$131,062.50","$91,138.20","$39,924.30",UPI,November,11,2025,69.54%,,,,
12886,8/12/2025,1382.00,Customer 157,Bengaluru,Karnataka,263.00,Desk,Furniture,4.00,"$9,645.00 ",1000.00%,"$34,722.00","$27,295.70","$7,426.30",Credit Card,August,8,2025,78.61%,,,,
12887,9/12/2026,1179.00,Customer 405,Hyderabad,Telangana,236.00,Notebook,Office,5.00,"$23,509.00 ",0.00%,"$117,545.00","$102,063.03","$15,481.97",Cash,September,9,2026,86.83%,,,,
12888,8/16/2025,1136.00,Customer 461,Bengaluru,Karnataka,209.00,Table,Furniture,2.00,"$27,978.00 ",1000.00%,"$50,360.40","$41,871.52","$8,488.88",Credit Card,August,8,2025,83.14%,,,,
12889,9/25/2026,1454.00,Customer 364,Hyderabad,Telangana,255.00,Chair,Furniture,3.00,"$22,609.00 ",1000.00%,"$61,044.30","$46,093.06","$14,951.24",Credit Card,September,9,2026,75.51%,,,,
12890,9/10/2025,1431.00,Customer 250,Delhi,Delhi,241.00,Laptop,Electronics,7.00,"$46,172.00 ",500.00%,"$307,043.80","$255,040.15","$52,003.65",Credit Card,September,9,2025,83.06%,,,,
